### BoGEMMS simulation ### 
# EventID Edep_scint[keV] Nabs_SiPM_PDE Nabs_SiPM N_opt Edep_SiPM[keV]
189                           55.84247595306921             19.479724560646773            65                            455                           0.1719564441612662            
198                           58.15327536349436             11.736281819719679            39                            435                           0.10359947194508162           
445                           59.540911959376096            13.712737464004203            44                            418                           0.1187341651804595            
469                           59.540911959376096            14.905219362781247            49                            435                           0.12868796104593222           
693                           59.5409119593761              14.172531773334129            47                            446                           0.12366759256246813           
776                           59.54091195937609             15.044626037938666            49                            426                           0.1300152841705627            
1037                          59.54091195937609             12.961979022525552            44                            409                           0.11443276875618535           
1385                          54.754296792860444            10.295185684882473            34                            394                           0.09042536054803484           
1518                          59.540911959376096            15.724564955029145            54                            448                           0.14075390231594914           
1567                          59.54091195937609             11.904085491117428            41                            459                           0.10683337388455964           
1604                          59.54091195937609             14.429167277050855            49                            438                           0.12885331760418428           
1620                          26.34462842221187             4.891793002822954             17                            199                           0.04475293016620361           
1794                          59.5409119593761              16.250516824361075            53                            466                           0.14180523234239148           
2093                          59.54091195937609             10.590060365980591            36                            362                           0.09404640510264742           
2254                          59.540911959376075            17.599127120902438            59                            470                           0.15560507024636122           
2343                          59.5409119593761              13.733900044051252            46                            434                           0.12195654513836503           
2367                          59.54091195937609             16.85693336302674             54                            457                           0.14440825987800912           
2487                          54.76452134144368             12.381083854240401            43                            437                           0.11150664994177081           
2549                          59.540911959376096            13.815902854976839            48                            449                           0.12445728594353081           
2550                          52.211133690325475            14.061135881272916            47                            357                           0.12307448810108813           
2653                          59.540911959376096            15.803400977481983            53                            494                           0.1391915743797818            
2801                          59.5409119593761              14.274371286997606            47                            420                           0.12413781947302258           
2838                          59.540911959376096            16.725598597892308            56                            459                           0.1485867795621832            
3018                          59.54091195937609             14.855631154921946            50                            445                           0.13119525605200896           
3019                          59.54091195937609             11.461570365001307            36                            458                           0.09738123770642335           
3477                          59.5409119593761              15.875016672792126            52                            434                           0.13810283201792245           
3723                          46.470911959376096            8.061413066495598             27                            327                           0.070891831099044             
3798                          59.540911959376096            16.37456340166172             53                            427                           0.1407667500745599            
3804                          59.540911959376096            19.256053403356283            59                            458                           0.16351464908857632           
3867                          59.54091195937608             13.161821021198822            46                            467                           0.11969596102167149           
4066                          59.540911959376096            13.731728798315473            48                            457                           0.12518052596444065           
4784                          26.344628422211876            5.339773422644799             18                            180                           0.04819054949314722           
5047                          59.5409119593761              15.695780940571153            50                            475                           0.13416867788103023           
5127                          59.540911959376096            12.548068446696428            41                            442                           0.10918344907199871           
5178                          59.540911959376096            11.482185737589926            39                            427                           0.1024279727517979            
5271                          59.540911959376096            13.544551094962829            44                            441                           0.11789161388054066           
5301                          59.54091195937607             11.499809114385037            38                            443                           0.10000423729091164           
5791                          59.54091195937611             13.566410515978973            45                            426                           0.11796208453080324           
6315                          59.54091195937608             11.866597749381658            38                            438                           0.10234364487351448           
6687                          59.540911959376075            15.517901741132706            52                            479                           0.13621685006690704           
6694                          59.54091195937612             16.491519798887488            54                            434                           0.14240104335079168           
6784                          59.5409119593761              14.547993485642634            46                            444                           0.12404090226870669           
6852                          59.54091195937609             18.467143711481313            62                            437                           0.16349074097792898           
6889                          59.54091195937609             18.008965147727675            59                            431                           0.15792264690881266           
6922                          56.11140409623672             13.152910363692957            40                            399                           0.10919810887653224           
6995                          59.540911959376096            14.818637452297361            49                            463                           0.129563195071146             
7319                          59.54091195937609             13.06206189623878             44                            456                           0.1168834768356128            
7794                          59.54091195937609             17.506570728205418            55                            475                           0.14892727391600347           
8252                          59.5409119593761              9.51825659738379              34                            439                           0.0881136536290994            
8993                          53.860730562799745            12.734118972748428            41                            395                           0.11113309805155092           
9048                          59.54091195937609             17.949014966161833            57                            451                           0.1530818316901082            
