### BoGEMMS simulation ### 
# EventID Pos Edep_scint[keV] Nabs_SiPM_PDE Nabs_SiPM N_opt Edep_SiPM[keV]
864                           1                             59.54091195937609             16.88061817098058             57                            461                           0.15044033857598446           
5379                          1                             59.54091195937609             12.409033181628343            41                            421                           0.10813090726691695           
5408                          1                             59.540911959376075            13.570710170557065            45                            463                           0.11877422909982728           
6536                          1                             59.5409119593761              11.342537784049414            40                            420                           0.10272233230967763           
6676                          1                             59.54091195937609             11.543265892216077            37                            447                           0.09956106585781456           
9868                          1                             59.54091195937609             10.351276230112603            35                            396                           0.09264215839618095           
10312                         1                             26.344628422211876            3.714339112172082             12                            180                           0.03199106556930124           
11228                         1                             59.5409119593761              15.237709555804944            49                            443                           0.13104937928072552           
14015                         1                             59.540911959376096            15.19060970159189             52                            456                           0.13484329896599503           
14439                         1                             59.540911959376125            8.762609956420407             28                            439                           0.07494668004493013           
16123                         1                             54.498697658329554            11.132673181646735            37                            412                           0.0985261252985082            
16147                         1                             59.540911959376096            16.903629495911776            55                            530                           0.14618754012097684           
17441                         1                             59.54091195937609             10.32592428402478             37                            446                           0.09435232261657531           
18571                         1                             49.816591729518876            10.146549682032925            35                            378                           0.09167351338676595           
25166                         1                             59.54091195937609             16.403311370557493            54                            448                           0.14310202883586612           
27605                         1                             26.34462842221188             5.577030305241846             19                            191                           0.04933867378111998           
33745                         1                             59.54091195937609             12.352560941168615            38                            466                           0.10398938156648081           
35290                         1                             59.54091195937609             13.06431933438861             45                            471                           0.11629945876535755           
42398                         1                             59.54091195937609             10.641168606480804            36                            407                           0.09511589733573417           
42753                         1                             59.5409119593761              16.14542222712942             52                            471                           0.13818835688950493           
43852                         1                             59.54091195937609             9.434435327855885             32                            420                           0.08391666466550642           
44058                         1                             59.54091195937609             11.450087070124969            37                            375                           0.09925752322342678           
48186                         1                             59.54091195937611             12.71334273283764             41                            468                           0.10959267654350466           
49557                         1                             59.54091195937608             10.850033317408808            34                            444                           0.09096211813763383           
49610                         1                             59.5409119593761              10.027065473428403            34                            430                           0.08875422624149985           
50049                         1                             59.540911959376096            16.64213062933669             57                            492                           0.1484038932026599            
50531                         1                             59.54091195937609             12.030450709555824            40                            433                           0.10475035283810022           
50952                         1                             59.54091195937609             12.822221223764863            42                            431                           0.11182987652098035           
51025                         1                             59.06254945930239             11.474502043957195            36                            455                           0.09681884326696177           
52062                         1                             59.5409119593761              15.648814054799479            50                            454                           0.13514980526239317           
54978                         1                             59.540911959376096            13.855425391880694            50                            453                           0.12778680907247117           
