### BoGEMMS simulation ### 
# EventID Pos Edep_scint[keV] Nabs_SiPM_PDE Nabs_SiPM N_opt Edep_SiPM[keV]
50                            1                             661.6572831606167             144.4585064789146             485                           5300                          1.274110820672651             
527                           1                             661.6572831606165             148.75030103168663            496                           5167                          1.3087403483235662            
974                           1                             465.7177749600471             111.2331368560116             370                           3795                          0.9773414835042336            
1636                          1                             578.1345488606114             127.25965355707484            425                           4499                          1.1183893167715684            
2419                          1                             359.4801948641111             81.31379355206089             272                           2875                          0.7154802437675246            
3693                          1                             464.254816984889              115.33281511768332            386                           3473                          1.0155132184028073            
3795                          1                             23.059852704022774            3.7461562667938306            12                            177                           0.03189812748784157           
5146                          1                             661.6572831606164             148.62162376634097            487                           5290                          1.2946489690762935            
5315                          1                             130.71452499843215            27.95216115807335             93                            990                           0.24574263285900697           
5363                          1                             661.6572831606164             149.78201530950264            503                           5254                          1.3216751986987423            
6439                          1                             661.6572831606165             149.98552514364474            491                           5225                          1.3067209839058014            
6453                          1                             661.6572831606165             164.29781597650035            541                           5281                          1.4315212630604388            
7552                          1                             605.6254682667584             137.06573616549082            457                           4699                          1.2037584414673854            
7886                          1                             492.9618466720035             125.74413816809685            419                           3818                          1.1026833938179763            
8431                          1                             195.88827462166302            45.37328670090685             150                           1569                          0.39597878581797036           
8485                          1                             661.6572831606165             153.52578157120777            509                           5366                          1.345342636354494             
8629                          1                             661.6572831606164             158.8529037789285             527                           5112                          1.3924188456795477            
8639                          1                             75.25                         14.733904398213824            47                            571                           0.12575733487421414           
9388                          1                             480.8847885215152             108.49978726428834            361                           3931                          0.9524403678068875            
9675                          1                             661.6572831606163             143.2542204604691             468                           5209                          1.2432108782863451            
10234                         1                             661.6572831606165             156.8252707621197             519                           5262                          1.3709422054604186            
10259                         1                             560.3153012401968             138.42784290958144            465                           4632                          1.224867575691071             
10936                         1                             318.2898227440816             78.96002862647241             264                           2563                          0.6962125737317186            
10972                         1                             661.6572831606168             153.13623756315496            506                           5359                          1.34172755114135              
11051                         1                             661.6572831606164             157.52118692602838            520                           5225                          1.3719967112457123            
11145                         1                             194.76899689315968            42.28377425676698             140                           1445                          0.37094437129581653           
13102                         1                             121.88408732319242            27.411564257420938            95                            987                           0.246481830216779             
13413                         1                             524.0006497331553             121.79191306077361            400                           4129                          1.0624497716529873            
14024                         1                             228.65950091932513            61.67589024800975             201                           1862                          0.5348211983255629            
14186                         1                             311.201274479246              70.12421170936793             233                           2470                          0.6148123792115239            
15767                         1                             73.039                        13.162975022950649            46                            516                           0.11970251876756886           
15869                         1                             478.4548080277345             109.65366100039394            361                           3934                          0.9524666832216753            
